000, 1
001, 1
002, 0
003, 0
004, 2
005, 2
006, 2
007, 2
008, 2
009, 1
010, 1
011, 2
012, 2
013, 2
014, 2
015, 0
016, 2
017, 2
018, 2
019, 3
020, 4
021, 4
022, 4
023, 1
024, 1
025, 1
026, 3
027, 3
028, 2
029, 1
030, 1
031, 3
032, 3
033, 3
034, 3
035, 3
036, 3
037, 4
038, 1
039, 1
040, 1
041, 1
042, 2
043, 2
044, 2
045, 2
046, 1
047, 1
048, 0
049, 0
050, 0
051, 1
052, 1
053, 1
054, 1
055, 1
056, 1
057, 2
058, 2
059, 2
060, 2
061, 2
062, 1
063, 1
064, 2
065, 0
066, 0
067, 0
068, 0
069, 0
070, 0
071, 0
072, 0
073, 3
074, 3
075, 3
076, 3
077, 3
078, 3
079, 3
080, 3
081, 4
082, 4
083, 4
084, 4
085, 4
086, 4
087, 4
088, 4
089, 4
090, 4
091, 4
092, 4
093, 4
094, 4
095, 4
096, 4
097, 3
098, 5
099, 5
100, 5
101, 5
102, 5
103, 5
104, 5
105, 5
106, 5
107, 5
108, 5
109, 5
110, 5
111, 5
112, 5
113, 5
114, 5
115, 5
116, 5
117, 5
118, 3
119, 3
120, 0
121, 0
